"","a1-3","CuLFCFe","p1-4","a1","a2-3","Cu","LFCFe","Fe","p1","p2-4"
"waw",0,0,0,0,0,0,0,0,0,0
"vig",2563.14750014041,3292.86990210111,3073.01845998194,2287.25701341869,2353.83835117016,3379.98638774064,2800.30521280013,2965.19685700132,2700.16156423997,2361.37226795256
"unc-4",0.700920172456608,0.932515287242003,0.494137537649003,0,2.14753450324363,1.56966503849637,1.53391666587353,1.86711339984663,0.166164435239141,1.12513233534007
"syd",3676.0988258655,3218.54653152508,3373.22087161048,1878.48767531835,2535.51140772396,2618.75786935856,2835.65517108014,2864.60375705425,2675.37913542295,2265.52042664463
"san",383.503801556735,451.68149147442,432.906756353657,488.43387187837,495.464487733065,480.940681664587,487.256089450538,497.700284146152,525.60766530412,537.765373061855
"sns",11.3544953390351,7.16327917960739,1.88114940800166,6.07515630269063,12.1988282638084,16.6309518862643,8.19722193660862,3.33081191311637,1.11217877585788,0.594701936909401
"sip1",144.528117842554,122.962214281338,149.393281111256,150.766392867997,139.973529909625,131.482206781965,149.366389238352,127.412267265967,165.611804503711,160.169609985272
"rasp",429.264447031344,394.698815288014,367.494025279884,545.235425061163,422.935644678885,459.266767649274,426.461028876807,366.934307480399,358.213696138707,385.515163163997
"robl",571.619978094916,1084.85354666389,799.060089798456,1028.64384493415,1102.23282322942,1433.38492990385,1064.09951729899,959.148924892134,860.510666449702,1068.67831324305
"ird5",391.370301334138,508.061288187325,405.760389683519,348.907586475382,384.581279926108,504.903779439806,422.966729370734,348.942816254051,307.142958153692,303.49317890205
"aurB",6.19144085751158,30.4059733698855,29.8153351044513,37.1392697555513,28.9110595494529,15.4761745036044,91.6169380319702,46.4553107249916,95.0064296328729,55.2352082855031
"Hs2st",278.021973354037,224.383138403734,226.018844111075,401.547739487579,251.085675384919,221.65975417486,334.684982390684,262.133496689505,281.788980221072,225.314760114904
"gprs",0.78394273708345,0.714158595478115,8.7603035291093,11.216293645717,5.74470306019253,0.137457301540017,11.0116842365444,3.10569308762219,23.1250008494079,6.9503443956128
"gbb",204.25323152262,241.135266944111,214.16914733801,197.194753109733,222.339303773314,274.025499413718,248.458923978632,315.742250225178,166.483112588566,209.364167328732
"foi",1968.16191846605,2647.4098846611,1785.1795368857,1321.21538370183,1597.51986953645,1882.89704068342,1777.68504396013,1709.78128971775,1373.20520542173,1230.01181859351
"Fim",16768.8225742271,14965.1046839774,17902.7561590765,11601.7272974993,22058.1722056512,19413.4554691406,16119.8064467878,16028.8791317949,15007.6715815798,19827.1846656041
"drm",284.871935273266,33.4923184766669,2558.91887894139,154.234109439182,203.232675962913,24.1711092838672,9.91282518621953,208.991488296991,25.9183354267662,3331.51037137626
"dnt",34.4924921848801,63.1555103664066,57.6650673501556,68.6899851339386,44.1797110997087,72.8924104755772,91.1451863629678,81.324401608023,97.0508983536315,60.9441850421028
"chico",1213.99493495654,890.404371893439,924.104135117577,625.870333006004,644.57288986124,685.901307557824,619.893705313005,679.975684863116,624.892578603013,627.604838672204
"cato",0,0.231487474027544,0.862978354250373,0,0.50335802855414,0.953481163890317,0,0,0,1.0910127949001
"brk",721.835322813001,319.442241964953,1100.69465928316,924.056483024995,889.48926851008,139.034205495346,597.142771810257,853.204248962295,1196.83542864068,813.661100764034
"bbx",25.3103912964534,8.98078523513994,14.8315329319655,15.0622425987422,15.0095110578084,14.9800080367587,5.68408481081496,13.6015194300273,17.4039418290744,13.0786647774441
"WASp",4972.27146147531,5674.5716868463,4702.28563192993,4785.29192741274,5153.13861386585,6403.88129010818,4046.50548793462,4904.41975693369,3641.98700871306,4815.93531694861
"trio",4641.30668371489,6203.73984035291,5011.82735447824,3338.10339023094,4573.02673261965,6532.84731990772,4349.45568874602,4920.98500705061,4058.70240584674,3926.48166986544
"Srp54",1034.30374098601,850.333336647364,919.656542394805,1027.84350205654,978.890864177791,894.64257981671,914.494208246716,1086.82435815853,993.251635093388,1079.08493237204
"Sox100B",226.450993325332,352.706140527957,595.973441515921,350.600803054547,486.403873384788,232.479197262949,581.392187686868,621.036733622774,627.367164528708,515.509110301939
"Sodh-1",256.251618005012,519.078731598765,2092.46532829685,366.353399333907,195.041052559399,682.548389739958,313.653348740116,870.341129236823,552.135695900597,2858.7996694659
"Sir2",1593.57093411336,1113.29289895637,1336.64529862535,1362.74507978464,1371.82791992525,1186.18142463349,1318.53327189189,1217.68960623935,1465.58762028705,1392.07209963846
"Spn43Ab",44.6924267690471,169.26570968539,128.312625321823,390.675421619224,195.807582341709,263.380327071753,216.721679861015,218.533869646862,90.744537941079,300.400389800681
"Spn43Aa",1.66137514471127,3.35093550629048,2.51638095206852,3.48152559722634,2.30562413421807,3.476627366277,3.18625672908749,2.94059789742807,1.24770694218272,3.52119381369565
"Plap",701.008530724519,789.770993921043,868.265103394134,1044.30561357069,1067.03542239179,878.835501233812,920.152195382565,946.880513158263,930.972879938276,962.500714270851
"Picot",21633.0596084687,665.471096298705,12885.4528348418,7405.02641182433,11933.0122612321,240.264724408809,1320.17954430736,768.794527453586,15133.6293892681,16415.0941233591
"Nach",13.6547023034112,3.79571506028629,55.9239257896313,5.63345002804908,13.3354886704377,1.78694492002023,24.5200664515247,5.10076776347953,95.1117477471279,72.2526034660869
"Npc1a",1525.3495014029,2386.55733877964,2094.83382264841,1279.88488857278,1269.75885584213,2308.03865189738,1831.65270534123,2020.8903427264,1771.83375389481,1966.36766783958
"NK7.1",205.562210905372,1010.40335601332,1258.03979600642,362.114009765215,666.099576358205,1153.95008496078,793.805816221192,808.928231409944,514.023626277748,1105.90740658458
"Mkk4",1969.26940433194,1887.53242666775,1914.0398393329,2026.01817200213,2208.28868262174,1935.9168862755,1902.67609521609,1959.82801651342,1678.62118855301,1714.52122359744
"Mekk1",2021.41663162262,2456.06054752959,2182.21002952037,1761.09908965029,2185.3596746644,2606.34149291782,1935.72833587325,2029.2566932013,1635.90724109813,1624.5920177627
"MED6",193.557787932371,220.825134237092,198.932185720403,183.812077135152,176.21397281618,208.091959687959,182.129519668911,171.102686683655,234.237511902964,226.095338326073
"Mcm3",36.5487602236039,153.874770980114,111.452138696746,173.882554602695,92.7863318342363,93.892601628515,219.50557003112,122.429962955333,392.492798358694,183.68353402848
"Hop",1116.56587552825,1579.36113793166,1458.87345557497,2048.16996763649,2169.00898473473,2075.34813392028,1926.17896760595,1642.85264444059,1885.15221333708,1892.06396120294
"CG11418",279.28120516808,325.854972650856,370.225632621692,357.577703364338,395.322914834249,330.674852644106,333.677914587851,320.76916480003,345.109531939227,342.078150965373
"Tsp2A",4140.358118688,8869.03735817971,8723.73922295413,6876.87358384781,8363.72355515339,11619.3481921222,8760.46933085069,9868.40205385471,7329.59025819722,10729.1966666076
"CG11412",1594.58269794761,1690.07267885226,1604.55423616642,1397.0771505951,1576.62829578798,1583.9685382422,1447.94049450505,1666.79979543529,1324.46332781482,1319.24661233762
"CG11417",417.619032815845,391.947138865323,379.852336152743,294.394405882458,291.745281547204,309.865912144335,352.690483778515,316.90829926043,339.386528324762,242.892994147269
"CG12773",4787.72011400087,3334.07233667008,4672.91434521523,4238.28536193406,4811.12045510686,2909.00277917567,4004.13387849226,4099.29336591244,3855.43616554832,4253.23368580657
"CG11409",20.4691695369808,9.79505748031659,9.71078168475577,13.0188614014866,9.92795628837227,18.384360076701,17.6352234301749,6.3708450314473,8.10725388881136,7.58333598840377
"E2f2",180.783944275311,281.523692578464,234.919363016806,213.449757479541,184.452235554246,248.342944327742,299.373974643954,349.131497701218,297.756696450475,236.154048880161
"Dlc90F",1298.46414633102,1727.95818365049,1411.28354265172,1568.69738948208,1985.09881308737,2278.25057374887,1812.6127791368,2040.71950767213,1777.95355692359,1843.37361866263
"Bin1",119.882031058246,149.459426164053,183.046870923994,183.738972167436,176.941158048932,191.862069377261,199.988455966511,229.603917737977,188.765237306542,164.306708680403
"Sec13",1179.46424006862,1679.70283262185,1374.37874084129,1974.93207004119,1637.19347239931,1695.95673933893,1736.98756798063,1992.45087206959,1603.46890074536,1625.79589720992
"dlt",82.0556071953127,140.24985674654,155.055678021865,156.844411859857,163.273623306027,154.759853552082,178.596265902802,181.000981833132,186.461580113226,196.124039250557
"Neos",113.951617960577,130.683043472004,156.716498641236,151.941341351775,137.310171829765,133.861124411569,173.185296491257,132.252868934125,178.671336960436,150.044414607329
"flfl",2760.29991959566,2732.21799757072,2596.34029515233,1913.67309087636,2041.42436416798,2957.67428530643,2214.43478555323,2024.60956899033,1919.712880415,1785.64421000613
"EfTuM",1276.77255296868,2050.26070031652,1802.45837998815,1726.50200787722,1919.70147847433,2094.17712442375,1642.5834244283,1814.61394003812,1999.34803848366,1996.72687089318
"Dph5",297.172829823983,343.865746646108,316.706268128766,452.9613559727,359.860089052619,305.36046411063,368.673986710131,330.73582239668,396.532629686549,332.351470274573
"fws",667.253005264537,567.510296567527,641.726357729529,741.990816414896,657.374043761052,580.09430007576,625.562140720663,659.091517111454,674.37121818229,639.594310501585
"Cpsf160",418.242944623277,377.947437582251,350.104894853511,340.901378923838,333.932137941733,368.969747611028,390.029033335277,314.109004019075,440.954882775344,307.528581680763
"Slip1",1142.23294913842,1021.79045308303,1066.33712199963,1144.58224504894,986.879297881246,1002.19090672449,1110.02217101185,931.575534611173,1036.60392151726,989.902647401912
"Drep-1",73.5749311925949,126.514801530527,63.3118010861213,174.16062889091,93.6768784259484,78.6003219920028,246.47292686416,122.198317831758,286.452724016469,148.827848966349
"RpL10",30415.3061147284,24781.7616071952,25823.0261053166,35107.248361226,32491.4268867099,22264.0799805938,27767.3536829738,25429.0344212321,25033.3138090371,25113.5410609047
"PRL-1",7440.98534976909,7794.05935191345,6114.57232745723,6986.15088930244,8234.97899928804,8442.90953609251,6466.32887115435,6994.83279462144,6019.65883370896,6041.17683346276
"Lip2",2.24032585434174,3.17353794234622,1.45385317380075,3.8458474892412,0.343567766351882,8.72868041668342,3.92498481513398,1.58884162228483,0.407752020869279,2.32961220817825
"Flo1",377.061590475838,508.367874853232,411.569099269077,471.329969199465,425.340797448106,507.446616398987,452.786037366439,507.820962776608,365.763622075164,395.252330677735
"Dbp80",1183.90188119927,1518.50457211738,1198.31801559134,1260.89708420237,1294.45337193216,1722.69348033363,1398.76063321997,1450.5277888101,1361.02617014551,1279.34025385087
"DIP2",1740.09533606919,1465.84033699523,1641.75495546073,1208.83570525818,1381.95197524481,1341.71120400152,1461.25816631776,1665.39544912254,1621.51143207655,1374.74768026917
"DIP1",2745.34588226771,2912.89853622794,3138.83028029668,2082.86480206015,2306.16410469655,2384.84900517536,1780.06511235491,2796.79367103279,2155.35411036254,2402.69762037116
"Crk",1397.80855449421,1815.84455671599,1375.90377481026,1285.47949819009,1471.15522726154,1876.58095380832,1675.29766974329,1768.57410371055,1512.17527769928,1381.8027764019
"Clc",2849.78923770662,3298.53101966906,3063.5020300128,3716.74949702126,3440.13019865322,3810.75709627115,3239.61028611888,4098.74676556671,3352.27630587734,3790.88131997631
"AP-1mu",1325.85149188777,1636.68290717542,1449.37156176624,1560.58618239494,1648.1606093296,1791.35876349557,1581.38389532584,1874.41496841359,1473.54900693815,1642.0704155482
"stan",0.391971368541725,2.04742674853144,3.35298800113638,2.71408815809927,1.48438621248723,1.47211902694827,3.79246756679161,0.96154225945494,2.01635359077825,2.2931123629993
"Pcd",131.334935266593,155.202322319787,129.462017483009,198.076951860843,170.817752338896,150.963312808935,185.99731726297,175.093804019599,179.153661433243,178.058849663303
"p38b",1006.32088657251,1258.89738790765,1155.42583959955,847.015242317058,1010.49760226897,1332.47309811329,1058.23116741164,1121.84142867161,1082.24399214669,1184.76626155748
"kin17",271.028872216869,271.304455962849,283.200698777317,249.224581966698,314.087934136,295.088884113791,289.368318261799,301.001847609928,296.438636516665,332.753337060435
"Kap-alpha1",1144.03806623563,1367.56924857587,977.9047799334,1207.7279626739,1113.21836181835,1464.89747327684,1214.0669962684,1110.14081762974,1023.4188966291,908.072014403859
"b6",0,0,0.741206306473504,1.10498135889638,2.14753450324363,0,0,1.08668536847003,0.890927192129554,0.2973509684547
"Taf7",184.372260805221,148.862242096629,123.759278062831,177.558120701504,227.268993064394,175.501680840263,141.641963984265,150.538656059281,175.501523353534,149.910890019259
"agt",100.009615347799,116.697851191397,91.8405091670622,113.099082389063,61.642171005875,124.767718437904,73.9071963915964,46.5941952004715,59.1107936680181,85.4965148422165
"Actbeta",29.7993028682969,30.3906355680612,23.4705493579482,18.4113965242658,21.338598158004,24.9542020343053,20.5962117396822,16.7751501583601,13.6068752302722,23.1800549009803
"Ts",18.387343231446,97.6416833745603,100.358848898261,120.531556474912,123.541016525464,91.5332814751748,251.655925192885,180.038554692949,240.439853791745,151.305451835477
"Trn",2575.7447547207,2562.94699882355,2288.27871504661,2232.20896147402,2477.50602062381,2797.47735092865,2330.69516937544,2250.95323899909,2304.19325067972,2021.96504862694
"RSG7",2.10276051736982,0.701027813214459,1.63760531244792,5.09063239642923,0,1.48587047627078,0.819730702638142,0.836399150439847,0.332328870478283,0.496310857990699
"PIP82",1.45638311725829,3.8204758454774,2.96263709193027,3.32237595327801,1.14081844613535,3.05301976355079,1.19030993872564,3.06574100644316,2.51073201882259,2.1883734369404
"Oamb",0.700920172456608,4.28495157286869,0.402261468325415,3.57072273513683,2.91909730985192,2.02446398432469,6.74430788732675,1.25459872565977,19.6828265086097,1.24077714497675
"NitFhit",751.144900125645,593.227729313801,652.568991886558,375.679576976941,459.040658617526,513.733768943443,420.243973228517,569.58927129547,536.550385709007,702.679502116076
"NTPase",5269.5814885895,4201.32736492847,5936.24017137443,5101.52055914236,4269.20835978029,3708.56111206466,3583.038355086,5647.04450290058,5575.89550659719,6717.22303461244
"Mat1",211.796889151467,346.701448082059,273.987595119564,279.510673642164,248.412487671946,340.717650962793,321.573510283208,249.584849707362,286.315744196467,308.60029447893
"Irp-1B",14137.380963273,3831.19471543834,4169.7517044424,11573.6215144243,7954.7415756905,3231.75591364523,3033.66513040158,3520.12345921827,3852.63989114487,4607.23960530896
"Irp-1A",912.181888786675,1097.21200294475,1035.73953033628,1340.10269634957,1349.09908302831,1309.7844779225,1068.35919911383,1070.29341218225,982.295772043294,1177.09019151722
"GluClalpha",18.6283606316274,1.5268640596261,6.59745105292222,10.1381917228502,8.65133482198202,0.79606821735434,2.60337282113022,4.46026752976105,2.64124231770278,2.76799937483042
"CG2701",800.614488601893,644.479259387732,708.756610861923,903.958624556587,847.773671041184,677.001279815182,623.729056989665,688.73949132759,592.788047050243,708.675528366148
"CG2712",65.5740827474826,44.9563833030619,48.0668202326714,51.5207137552589,48.1123269915802,46.1358469340667,67.239688993919,27.5731813216218,59.2003412853119,57.928030238277
"CG2709",1.66137514471127,0.799574681884332,0.490612864378239,3.83841561265233,1.53406132760979,5.74364191733886,0.832609360575822,0.752442471844978,3.60050428111233,3.01615480382577
"Syx4",1010.36454621434,2199.53695198624,1232.38955303218,1355.05888468558,1559.06586432509,3020.83892369314,1517.78528711688,1679.81204923175,1057.88017662191,1261.44285900385
"CG4293",102.055416280605,132.70511290131,104.659637379404,167.374109302104,107.498353330777,137.805204110704,129.081139127553,110.008080568934,157.622956402461,112.266222435898
"CG3457",1.36289344671392,17.5830850661344,2.09613406440914,24.9696110545133,3.18730208790606,12.2867569587045,49.0513028370785,4.12038829914477,48.8184727333593,13.4926572991613
"CG11448",1809.67959389312,1928.42810346325,1731.06616713212,1332.46617696889,1714.31543515072,1991.99946775709,1397.73119654776,1353.54528608217,1173.99502723526,1351.53403265294
"CG3719",1377.20261553868,1722.90563766149,2798.6839386877,1808.74405848731,2646.71983964935,1136.05812951846,2562.26849199092,2935.44427133926,2974.94354320107,2862.2058553631
"ssx",1090.07320118226,1218.94020307182,1081.47489255195,888.583677346816,926.639356145105,1194.70800441901,899.742956447741,1116.38312830399,975.711796378173,887.873809418309
"CG3777",4.61308827742715,11.8404871774173,5.85004699456391,7.97130207506569,0.637460417581212,4.59652496137775,0.714185963235387,7.43745884579632,5.89295821764452,2.13917789748105
"CG2694",156.445672873283,173.883768198925,141.122984635209,198.055681720526,121.234644184651,128.175191846734,223.278293230453,129.432471665386,329.465638936069,154.842093447612
"CG2658",1028.25236785202,1163.61296373458,1029.11239488406,1088.77620596581,1100.12160616753,1159.13044719968,922.193007283814,1011.25574975912,988.97867300329,982.405703953218
"CG2662",59.9277744696304,53.7925319282242,55.8980394290991,66.7552486340342,51.1547617736246,38.8261152496388,61.4290778103102,53.7815211863264,74.9737256581766,44.4768198452369
"Csat",780.5323924144,787.23936353028,541.51273129727,1209.60741126061,819.624879981415,651.152683905991,875.224190279053,915.992372754406,637.623677923523,555.47611661007
"CG2680",34.7184184241682,96.1448436068903,68.0301679733355,35.1140062369353,39.8547961805403,18.2415877349436,49.1314136119047,93.6906623438723,48.7526346905901,92.2889927835882
"eIF2B-beta",494.446348840824,591.907502015213,477.640090077804,717.221199638326,575.941519244984,625.026398871136,560.241342758138,580.134308679459,470.320542873887,531.236718146043
"CG2681",3343.72449125542,2145.7515672424,1941.79997380871,2429.08101271395,2575.59259972907,1237.04808780265,2474.75476056257,3252.81565845956,2036.0566873624,1689.47142027986
"CG2685",301.761852794644,252.787002524479,274.898195297182,251.459398612075,278.174639626267,261.752585974546,243.328064911388,258.04066914343,280.000858934967,278.88155907457
"Bem46",404.632108416833,378.158610051654,425.416744612729,553.328818861017,466.449001872964,332.50633998214,424.144012544844,532.262117122248,451.64378209022,429.398023567655
"Ant2",35.7282874005396,46.6075252635432,92.1743516063185,110.516036021866,99.2255340815115,102.764395116426,97.6388769559105,108.593178457509,94.908630925337,126.041928339469
"Acyp",0,0,0,0,0,0,0,0,0,0
"und",2562.53765282628,2837.39148005027,2500.67424652953,2218.04125231944,2121.14437969292,2609.61407860351,2244.83347998438,2123.1209734055,1974.73665505163,2319.89764672442
"tRNA:P:3E",0,0,0,0,0,0,0,0,0,0
"az2",118.124035148059,111.980192300915,96.9899427450883,106.645867394413,93.4020667705656,105.57569627701,155.013456644415,70.9474635249253,120.299135027664,122.435024123067
"ari-2",526.400221863113,481.301064649182,469.595873451819,378.654012980907,352.771904693877,477.253168869713,526.311030137734,531.395110355705,572.494977459567,423.155680064019
"RpL31",11404.1088580271,8360.07117041792,9716.12088294148,12150.0321916599,10809.5924861334,7659.6651833196,9748.75636706042,9441.61100434096,8896.99517281199,9034.20638491766
"PHDP",0,0,0.121772047776869,0,0,0.254958958084075,0.594547372830693,0,0.166164435239141,0.496310857990699
"CG4585",2061.32177666997,1601.52857864312,1716.64507186618,1991.29168184218,1997.70213502541,1760.99929624592,1626.77211786898,1949.18270954569,1604.44288545032,2107.01537033531
"CG4882",416.444718424308,484.927965256372,456.277212071348,544.236747648212,535.10906175923,491.268212595537,563.204034726479,515.0794618921,517.780233113551,474.039125511104
"Thiolase",2390.72417450396,1702.96528117188,2105.25726691164,2027.59736675348,2474.46354268374,1644.1265457767,1844.08820387379,2404.81799734391,2673.80006202612,3752.62012655028
"SuUR",0,0,0,0,0,0,0,0,0,0
"Optix",0,0,0.247068768824502,0,0,0.807303915460496,1.77197865361866,0,0,0
"Ip259",2809.25784567532,2156.14293276953,2430.16880044884,1816.14752239766,1864.71630831297,1715.02156148829,1735.38999855846,1391.75847076726,1629.15835405304,1754.45267320781
"Fpps",1294.32647506431,2094.44374468828,1017.71801830147,973.325955203766,1396.91650454319,2136.2292608448,1173.30095387359,1568.81088610554,1192.54600798524,1305.45833779141
"CG3795",0,0,0,0,0,0,0,0,0,0
"rush",2177.75284696582,2092.84248070874,1753.85598284822,2053.0081036695,2160.5455854564,2484.22448289045,1876.55004634749,1972.15352638879,1616.91909762769,1932.41712068765
"Rab27",2.37276242308541,19.8306731123704,3.08793381297791,17.1218174299765,3.23697720302861,10.9046366896553,26.604221927091,9.10743897968041,29.9012640050609,20.1601362313024
"CG14780",35.7905853227925,0.574652598988616,0.247068768824502,74.5020323653767,4.6716883003933,0.403651957730248,0,2.30642785136577,0.407752020869279,0.992621715981399
"CG12184",1.6718422506288,2.45937934686811,2.61530636793364,0,2.85865727789476,4.7876450022322,2.1413426966419,3.07488936109496,1.62391970436612,0.84285736590475
"CG12179",84.0734330490895,92.998891410633,84.3547946136475,65.4748225334268,67.8182703687796,73.2312386268345,106.601413119301,60.5850386820976,129.50532314507,65.8914245559136
"Mur2B",1444.02195511986,1253.69106129401,1199.53168871495,945.907357565928,1190.31368427194,1479.11913286908,1423.97486655092,1472.55835849893,1781.33199620017,1469.07837946259
"Scgdelta",137.476666976196,105.561823656269,121.570910473144,122.175365823025,102.949245725526,108.738574709669,88.6845458655384,85.1419289016204,70.7793951358986,96.1955949265223
"CG14795",0,0,0,0,0,0,0,0,0,0
"inc",1067.17361653463,975.377239410537,1110.66074000471,972.303445585444,925.617521484073,893.976982605982,988.239331323149,1017.54001845657,1075.71736370734,984.603124562694
"Cyp6g1",11205.0563932437,528.007044334796,4435.71004784083,20154.4991655489,6164.47734185208,465.7135852136,980.559905531343,372.374132960571,3031.29236438039,7748.12354714989
"CycT",2434.47034352191,1846.59895604792,2180.267363459,1536.58784737958,1825.35453102497,1504.50431236695,1496.61441355005,1858.32532845855,1796.94534485098,1319.5635684089
"CREG",2178.50208614156,5505.22780800295,1253.3594850372,787.904800507099,1184.61285576878,5503.40586249097,2570.12330032057,3897.70657017648,2630.56247474954,1357.90890731154
"Bub3",266.349490670596,256.549592362089,293.585494631175,305.430584135261,271.452301074141,269.607987078895,396.519073283952,296.146461253127,388.875208806296,346.869684531556
"Bap60",610.629023366077,810.084241301618,666.147016568114,692.517154489099,650.51761996081,836.310613935098,808.570918544569,812.485240738537,710.116763940308,716.465556755849
"slv",271.584595897576,230.298157543487,237.483891563111,391.407105549539,292.511929537256,205.763263802152,296.20644440675,280.952746621604,271.022194113899,346.47215267348
"fidipidine",278.388681599559,284.819423071347,289.21336108996,414.059540533493,326.318895886466,282.70074098393,394.122911165984,300.324633185127,266.289890214418,270.295840921001
"bab2",1236.70346721941,417.455661090286,3756.65829730626,249.872587442639,522.860609904946,368.083301364203,264.710385323905,370.095981853807,825.802186005852,3678.80466191773
"unc-119",425.127464929008,457.426902360982,525.530223334453,506.43320278941,473.454825070914,426.306919546161,580.12785994643,526.310831871099,577.056552759159,484.153769579805
"CG4101",0.700920172456608,1.1427398068454,0.612384912155108,0,0.343567766351882,0.274914603080035,0.476123975490258,0.181114228078339,0.522944185292311,1.37963561147562
"SF1",1269.02161528939,1473.70075722345,1491.09552481196,1106.48460972506,1161.98780849373,1283.76280015676,1058.54576955464,1164.28150756027,1013.0374742886,976.984301594314
"PpN58A",0,0,0,0,0,0,0,0,0,0
"Pli",1006.23304762453,1237.48047665052,1761.44403729614,588.128805224966,713.384823898232,699.864736617344,1379.00541115851,1213.92641096154,975.925100959706,1571.14841739753
"Lcp9",0,0.231487474027544,0.737681633202741,0.542817631619855,0,0.254958958084075,0,0,0.522944185292311,0.2973509684547
"Int6",2738.78276681238,2664.70934143428,2451.0932156631,2784.75935646975,2693.38611454265,2687.59786221575,2486.94320549187,2255.05765220618,2217.92157282168,2522.23867570575
"IM2",26.6428072775891,15.9024477171285,5.79292811627139,31.8822441473088,31.7704650339425,109.089909439317,49.7284764606367,18.886569057094,7.70364289127475,20.9656995814427
"Gyk",2370.90793970074,1404.38777010639,2187.62113633108,1944.58483060549,2212.94345898677,1056.16637755374,1875.26328036819,1521.93252955844,1833.92795147168,2544.15973825503
"AkhR",9.64149894744954,18.807102890087,14.0789056080492,26.1580787918242,19.8130399865333,16.8043484955545,11.5111351417815,30.4910428560221,7.11438215504958,24.9109976298479
"Faf",1678.89207529054,1900.32735210375,1830.22313664924,1900.48497734113,1901.26078995314,1832.96759514119,1619.33774762082,2115.79328012748,1637.59220457539,2015.42228192653
"CG3062",0,0,0.494137537649003,0,0,0,0,0,0,0
"CG3081",0,0.462974948055088,0.649330237149917,0.690053056500372,0,0.254958958084075,0,0,0,0
"Torsin",555.796602723411,797.155465977346,600.813955747952,902.716209638494,730.003937676705,790.815690574127,764.342164785713,850.479206299222,658.17927032172,698.514116610003
"CG13359",2.53880755233909,0.476105730318743,0.981225728756478,1.23287068812023,0,0.687286507700087,0.238061987745129,0.181114228078339,0.447521034901314,0.24815542899535
"CG13360",3783.93390564404,553.953784131317,208.870841704038,2760.11384317569,1404.5733758638,241.220813394126,175.336530911959,1610.42023356987,221.595400217419,98.2843790713865
"CG16989",1854.07969833861,1535.22106600079,1146.58879184783,2371.65191956963,1992.11263441305,1275.88670838775,943.946015958437,903.254554944156,770.908021320569,959.52605723095
"CG4025",1183.97939907165,597.288861054153,692.740914239644,881.729067922147,944.767165905707,437.688014506605,683.849973156073,800.9406171991,695.976012346083,804.65583972272
"Sik2",93.8181744902876,329.991809561372,105.559331091391,90.502761647418,72.374180498942,212.559067046068,98.7684391841405,706.468053296124,105.015594534326,74.8178952071053
"CG4281",326.369326245344,357.398721477731,349.391045557603,427.695436868704,323.250407749361,338.007091813592,360.711521541165,275.154692879202,371.473022400682,279.772599114732
"CG4194",25.3337423205069,48.066330387213,39.9048075196604,40.0959939360134,32.4627110307853,31.8251184356591,30.7999138282346,61.568548112967,34.1864713512488,28.4486521071848
"CG4199",2340.80433805732,3138.89733619295,1728.7438472361,2906.55732999077,3105.753816136,3047.97966957609,2705.20828152418,3020.22210519309,1675.82513191434,1448.5403427706
"CG4045",188.569038443261,193.238035685049,214.760495883154,212.638308325897,194.943046048952,198.825007843109,195.230458414805,183.002429448982,144.960766306192,189.523045142271
"CG4061",230.500517197813,172.994891405053,164.71554979927,108.947052758561,130.116030363449,147.743894053437,125.386925141779,261.212874495458,176.119642260027,135.838439762846
"moody",2164.8104809113,2043.15842266542,1687.62491826132,1287.90270218481,1459.12749826724,2006.11743705352,1288.3517870506,3198.22803930374,1562.60444424405,1242.17637284716
"CG4313",92.1256931716151,91.8764760526626,105.362088095982,66.3002982595239,55.3049634742502,73.2381056318644,72.0874337751926,115.601398839502,52.1122421350399,61.9633791347177
"CG13366",1438.02018437973,1869.72545136076,1625.1068442248,1153.20869470403,1199.99025501741,2112.97958804864,1473.31674052269,1455.90503825624,1405.34412172525,1395.41174342261
"CG13367",213.26323466139,223.571359482083,186.037472862811,185.493984510718,186.628663545538,204.390714093346,187.099503606264,194.543717060462,171.509220568131,181.668710763921
"CG17829",189.128043187849,158.18619245673,174.036108063516,196.109625165414,187.459357048041,175.881196263919,195.037596831963,193.108348491876,234.500124504227,187.800187292483
"SkpA",3958.80438482638,4542.31368171746,4418.18914067904,5001.75833636846,4810.26949555862,4901.19410343745,4683.66948667066,5289.14789020649,4061.91813094773,5326.02553306548
"Roc1a",2793.26892988782,2175.05656732531,2157.70593391663,2965.49057757236,2901.72864304601,2477.43817221134,2331.71611489143,2758.85120133973,2418.49942754224,2620.8973543637
"Hmt4-20",2163.74314849259,1885.69432612101,2101.93001329016,1306.92528928272,1473.72372633319,1684.15187531281,1538.00457825568,1649.67917006349,1899.82228005068,1326.37415571341
"CG13369",959.55693339381,481.348389534146,459.198417922746,976.348957490824,810.287370621817,406.830582586678,603.77334182788,1056.68271745737,501.470287817841,619.643045506788
"DAAM",119.956584190252,168.567764804287,89.2783232785566,105.40546336592,85.6596027590919,101.500721640741,141.45462688407,128.296346559295,236.522235532263,77.8882109399263
"CG32812",4.50913150096525,5.0683279121245,8.79506072014036,5.31525220393644,6.35647560459856,3.14184582820909,5.2079608353247,2.75948366934973,6.89610407275918,2.51349609869487
"CG3588",0.391971368541725,1.14930519797723,0.243544095553738,0.542817631619855,0.687135532703764,0.254958958084075,0.238061987745129,0.571328243766639,0.281356599662173,1.93387016080485
"CG14424",0,0.238052865159372,0.243544095553738,0,0.50335802855414,0.403651957730248,0,0,0,0.827781366885373
